category,contributor_name,contributor_id,timestamp
coding-other,"Øyvind ""pippin"" Kolås",2,1774872000
coding-other,"Øyvind ""pippin"" Kolås",2,1774872000
coding-other,"Øyvind ""pippin"" Kolås",2,1774353600
coding-other,Bruno,1,1773748800
coding-other,Jehan,4,1773748800
coding-other,Bruno,1,1773748800
coding-other,Bruno,1,1773748800
coding-other,Alfred Wingate,5,1773576000
coding-other,Bruno,1,1773576000
coding-other,Alfred Wingate,5,1773576000
coding-other,Alfred Wingate,5,1773576000
coding-other,Bruno,1,1773316800
coding-other,"Øyvind ""pippin"" Kolås",2,1773144000
communication,"Øyvind ""pippin"" Kolås",2,1773144000
coding-feature,"Øyvind ""pippin"" Kolås",2,1772712000
coding-other,Bruno,1,1772539200
coding-other,Bruno,1,1772452800
coding-other,Bruno,1,1772452800
coding-other,Bruno,1,1772452800
coding-other,Bruno,1,1772366400
coding-other,Bruno,1,1772366400
coding-bugfix,Bruno,1,1772366400
coding-other,Bruno,1,1772366400
coding-other,Bruno,1,1772280000
coding-other,Bruno,1,1772193600
coding-other,Bruno,1,1770897600
coding-other,Bruno,1,1770897600
coding-other,Bruno,1,1769947200
coding-other,"Øyvind ""pippin"" Kolås",2,1769601600
coding-other,"Øyvind ""pippin"" Kolås",2,1769601600
communication,"Øyvind ""pippin"" Kolås",2,1769601600
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1769601600
coding-other,"Øyvind ""pippin"" Kolås",2,1769601600
coding-other,"Øyvind ""pippin"" Kolås",2,1768478400
communication,"Øyvind ""pippin"" Kolås",2,1768478400
coding-other,Bruno,1,1767096000
coding-feature,"Øyvind ""pippin"" Kolås",2,1765972800
coding-other,Bruno,1,1765454400
coding-other,"Øyvind ""pippin"" Kolås",2,1765195200
coding-other,"Øyvind ""pippin"" Kolås",2,1765195200
communication,"Øyvind ""pippin"" Kolås",2,1765195200
coding-other,Jehan,4,1765108800
coding-bugfix,Jehan,4,1765108800
coding-other,Bruno,1,1765108800
coding-other,Jehan,4,1765108800
coding-other,Bruno,1,1764504000
coding-other,Bruno,1,1764504000
coding-other,Bruno,1,1764417600
coding-other,Bruno,1,1761048000
coding-other,Bruno,1,1760875200
coding-other,Bruno,1,1760875200
coding-other,Bruno,1,1760875200
coding-other,Bruno,1,1760875200
coding-other,Bruno,1,1760875200
coding-other,Bruno,1,1760875200
coding-other,Bruno,1,1760875200
coding-other,Bruno,1,1760875200
coding-other,Bruno,1,1760875200
coding-other,Bruno,1,1760443200
coding-other,Bruno,1,1760443200
coding-other,Bruno,1,1760097600
coding-bugfix,Joe Da Silva,6,1759924800
coding-other,Bruno,1,1759838400
coding-other,Bruno,1,1759838400
coding-other,Bruno,1,1759838400
coding-other,Bruno,1,1759492800
coding-other,Bruno,1,1759492800
coding-other,Bruno,1,1759406400
coding-other,Bruno,1,1759406400
coding-other,Bruno,1,1759406400
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1759406400
coding-other,Bruno,1,1759406400
documentation,Jacob Boerema,7,1759406400
coding-other,Bruno,1,1759406400
coding-other,"Øyvind ""pippin"" Kolås",2,1759406400
coding-other,"Øyvind ""pippin"" Kolås",2,1759406400
communication,"Øyvind ""pippin"" Kolås",2,1759406400
coding-feature,Joe Da Silva,6,1759406400
coding-other,Bruno,1,1759320000
coding-other,lidistat67,8,1759320000
coding-other,Bruno,1,1759320000
coding-other,Bruno,1,1759320000
coding-other,Bruno,1,1758542400
coding-other,Bruno,1,1758196800
coding-other,Bruno,1,1758196800
coding-other,Bruno,1,1758196800
coding-other,Bruno,1,1758196800
coding-other,Bruno,1,1758024000
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1757678400
coding-other,Bruno,1,1757246400
coding-other,Bruno,1,1757246400
coding-other,Bruno,1,1757246400
coding-other,Bruno,1,1757160000
coding-other,Bruno,1,1757160000
coding-other,Bruno,1,1757160000
coding-other,Bruno,1,1755864000
coding-other,Bruno,1,1755259200
coding-other,Bruno,1,1755259200
coding-other,Bruno,1,1755259200
coding-other,Bruno,1,1755259200
coding-other,Bruno,1,1753617600
coding-other,Bruno,1,1753531200
coding-other,Bruno,1,1753531200
coding-other,Jacob Boerema,7,1752753600
coding-other,Jacob Boerema,7,1752753600
coding-other,Bruno,1,1751976000
coding-other,Bruno,1,1751976000
coding-other,Bruno,1,1751976000
coding-other,Bruno,1,1751976000
coding-other,Bruno,1,1751976000
coding-other,Bruno,1,1751976000
coding-bugfix,Bruno,1,1751976000
coding-other,Bruno,1,1751976000
coding-other,Bruno,1,1751976000
coding-other,Bruno,1,1751976000
coding-other,Bruno,1,1751976000
coding-other,Bruno,1,1751976000
coding-other,Bruno,1,1750334400
coding-other,Bruno,1,1750334400
coding-other,Bruno,1,1750248000
coding-other,Bruno,1,1750248000
coding-other,Bruno,1,1750161600
coding-other,Bruno,1,1750161600
coding-other,Bruno,1,1750161600
coding-other,Bruno,1,1750161600
coding-other,Bruno,1,1750161600
coding-other,"Øyvind ""pippin"" Kolås",2,1746705600
coding-other,"Øyvind ""pippin"" Kolås",2,1746705600
communication,"Øyvind ""pippin"" Kolås",2,1746705600
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1745668800
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1745668800
coding-other,Bruno,1,1745496000
coding-other,Bruno,1,1745409600
coding-other,Bruno,1,1745409600
coding-other,Bruno,1,1744977600
coding-other,Bruno,1,1744977600
coding-other,Bruno,1,1744977600
coding-other,Bruno,1,1744632000
coding-other,sewn,9,1744545600
coding-other,"Øyvind ""pippin"" Kolås",2,1743422400
coding-other,"Øyvind ""pippin"" Kolås",2,1743422400
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1743422400
coding-other,"Øyvind ""pippin"" Kolås",2,1743249600
coding-other,lillolollo,10,1743249600
coding-other,"Øyvind ""pippin"" Kolås",2,1743163200
coding-other,"Øyvind ""pippin"" Kolås",2,1743163200
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1743163200
coding-other,"Øyvind ""pippin"" Kolås",2,1743163200
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1743163200
coding-bugfix,John Paul Adrian Glaubitz,11,1742299200
coding-other,"Øyvind ""pippin"" Kolås",2,1741608000
communication,"Øyvind ""pippin"" Kolås",2,1741608000
coding-other,"Øyvind ""pippin"" Kolås",2,1741608000
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1741521600
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1741521600
coding-bugfix,Jehan,4,1737201600
communication,"Øyvind ""pippin"" Kolås",2,1730030400
coding-other,"Øyvind ""pippin"" Kolås",2,1730030400
coding-other,"Øyvind ""pippin"" Kolås",2,1730030400
coding-other,"Øyvind ""pippin"" Kolås",2,1730030400
communication,"Øyvind ""pippin"" Kolås",2,1730030400
coding-other,"Øyvind ""pippin"" Kolås",2,1729512000
coding-other,"Øyvind ""pippin"" Kolås",2,1728907200
coding-other,Anders Jonsson,12,1728907200
coding-other,"Øyvind ""pippin"" Kolås",2,1728907200
coding-feature,Jehan,4,1728734400
coding-feature,Jehan,4,1728734400
coding-bugfix,Jacob Boerema,7,1727784000
coding-bugfix,Lukas Oberhuber,13,1726920000
coding-other,Jehan,4,1726488000
coding-bugfix,Jehan,4,1726228800
coding-other,"Øyvind ""pippin"" Kolås",2,1724068800
coding-other,"Øyvind ""pippin"" Kolås",2,1723896000
coding-other,Bruno,1,1718366400
coding-other,Bruno,1,1716552000
coding-other,Biswapriyo Nath,14,1714824000
coding-other,Bruno,1,1712836800
coding-other,Bruno,1,1711368000
coding-bugfix,Jehan,4,1707652800
coding-other,"Øyvind ""pippin"" Kolås",2,1707480000
communication,"Øyvind ""pippin"" Kolås",2,1707480000
coding-feature,"Øyvind ""pippin"" Kolås",2,1707480000
coding-bugfix,Jehan,4,1705406400
coding-other,André Klapper,15,1701086400
coding-feature,Jehan,4,1700049600
coding-bugfix,Jehan,4,1700049600
coding-other,Jehan,4,1699963200
coding-feature,Jehan,4,1699790400
coding-other,sid,16,1698408000
coding-other,Jehan,4,1696420800
documentation,Jehan,4,1691841600
documentation,Jehan,4,1691841600
coding-other,John Marshall,17,1690286400
coding-other,John Marshall,17,1690286400
coding-other,John Marshall,17,1690286400
coding-other,"Øyvind ""pippin"" Kolås",2,1684238400
coding-other,"Øyvind ""pippin"" Kolås",2,1683288000
communication,"Øyvind ""pippin"" Kolås",2,1683288000
coding-other,"Øyvind ""pippin"" Kolås",2,1683028800
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1683028800
coding-other,"Øyvind ""pippin"" Kolås",2,1682164800
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1682164800
coding-other,"Øyvind ""pippin"" Kolås",2,1681992000
coding-other,"Øyvind ""pippin"" Kolås",2,1681992000
communication,"Øyvind ""pippin"" Kolås",2,1681992000
coding-other,"Øyvind ""pippin"" Kolås",2,1681992000
coding-other,"Øyvind ""pippin"" Kolås",2,1681992000
coding-other,"Øyvind ""pippin"" Kolås",2,1681992000
coding-feature,"Øyvind ""pippin"" Kolås",2,1679572800
coding-feature,"Øyvind ""pippin"" Kolås",2,1679572800
coding-other,"Øyvind ""pippin"" Kolås",2,1679572800
coding-other,"Øyvind ""pippin"" Kolås",2,1679572800
coding-other,"Øyvind ""pippin"" Kolås",2,1677326400
coding-other,"Øyvind ""pippin"" Kolås",2,1677326400
communication,"Øyvind ""pippin"" Kolås",2,1677326400
coding-other,"Øyvind ""pippin"" Kolås",2,1677326400
coding-other,"Øyvind ""pippin"" Kolås",2,1676894400
coding-other,"Øyvind ""pippin"" Kolås",2,1676894400
communication,"Øyvind ""pippin"" Kolås",2,1676894400
coding-bugfix,Jehan,4,1676635200
coding-bugfix,Jehan,4,1676635200
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1676462400
communication,"Øyvind ""pippin"" Kolås",2,1676462400
coding-other,"Øyvind ""pippin"" Kolås",2,1676462400
coding-bugfix,Jehan,4,1676376000
coding-bugfix,Jehan,4,1676376000
coding-bugfix,Jehan,4,1676289600
coding-bugfix,Jehan,4,1676203200
coding-bugfix,Jehan,4,1676203200
coding-bugfix,Jehan,4,1676116800
coding-other,Luca Bacci,18,1672747200
coding-other,Luca Bacci,18,1672747200
coding-bugfix,Luca Bacci,18,1672747200
coding-other,Luca Bacci,18,1672747200
coding-other,Luca Bacci,18,1672747200
coding-bugfix,Luca Bacci,18,1672747200
coding-other,Luca Bacci,18,1672747200
coding-other,Luca Bacci,18,1672747200
coding-other,Luca Bacci,18,1672747200
coding-other,Luca Bacci,18,1672747200
coding-feature,Luca Bacci,18,1672747200
coding-other,Luca Bacci,18,1672747200
coding-other,Ulf Martin Prill,19,1671451200
coding-other,Jehan,4,1670328000
coding-other,Ulf Martin Prill,19,1668772800
coding-other,"Øyvind ""pippin"" Kolås",2,1668340800
communication,"Øyvind ""pippin"" Kolås",2,1668340800
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1668254400
coding-other,"Øyvind ""pippin"" Kolås",2,1661342400
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1661342400
coding-other,"Øyvind ""pippin"" Kolås",2,1661256000
communication,"Øyvind ""pippin"" Kolås",2,1661256000
coding-other,"Øyvind ""pippin"" Kolås",2,1661256000
coding-other,"Øyvind ""pippin"" Kolås",2,1661083200
coding-other,"Øyvind ""pippin"" Kolås",2,1661083200
communication,"Øyvind ""pippin"" Kolås",2,1661083200
coding-other,Lukas Oberhuber,13,1661083200
coding-other,Axel Viala,20,1661083200
coding-other,Axel Viala,20,1661083200
coding-other,Axel Viala,20,1661083200
coding-other,Axel Viala,20,1661083200
coding-other,Axel Viala,20,1661083200
coding-other,Axel Viala,20,1661083200
coding-other,Axel Viala,20,1661083200
coding-other,Axel Viala,20,1661083200
coding-other,Axel Viala,20,1661083200
coding-other,Axel Viala,20,1661083200
coding-feature,Jehan,4,1660737600
coding-other,Jehan,4,1660737600
coding-feature,Jehan,4,1660737600
coding-feature,"Øyvind ""pippin"" Kolås",2,1659096000
coding-feature,Jehan,4,1659009600
coding-feature,Jehan,4,1659009600
coding-other,Jehan,4,1659009600
coding-feature,Jehan,4,1659009600
coding-other,Sergey Torokhov,21,1657886400
coding-other,Xavier Claessens,22,1650888000
coding-other,Eli Schwartz,23,1648382400
coding-other,"Øyvind ""pippin"" Kolås",2,1647950400
communication,"Øyvind ""pippin"" Kolås",2,1647950400
coding-other,"Øyvind ""pippin"" Kolås",2,1647950400
coding-other,"Øyvind ""pippin"" Kolås",2,1647950400
coding-other,"Øyvind ""pippin"" Kolås",2,1647345600
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1647345600
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1645876800
coding-other,"Øyvind ""pippin"" Kolås",2,1645617600
coding-other,"Øyvind ""pippin"" Kolås",2,1645617600
coding-other,"Øyvind ""pippin"" Kolås",2,1645531200
coding-other,"Øyvind ""pippin"" Kolås",2,1645444800
coding-other,"Øyvind ""pippin"" Kolås",2,1645444800
communication,"Øyvind ""pippin"" Kolås",2,1645444800
coding-other,"Øyvind ""pippin"" Kolås",2,1645272000
coding-bugfix,Andrzej Hunt,24,1645272000
coding-feature,Tomasz Goliński,25,1645272000
coding-feature,Tomasz Goliński,25,1645272000
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1644408000
coding-feature,"Øyvind ""pippin"" Kolås",2,1644408000
coding-other,Jehan,4,1643284800
coding-other,"Øyvind ""pippin"" Kolås",2,1643284800
coding-feature,"Øyvind ""pippin"" Kolås",2,1643284800
coding-feature,"Øyvind ""pippin"" Kolås",2,1643284800
coding-other,"Øyvind ""pippin"" Kolås",2,1643284800
coding-other,"Øyvind ""pippin"" Kolås",2,1643284800
coding-other,"Øyvind ""pippin"" Kolås",2,1643284800
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1643284800
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1643284800
coding-other,"Øyvind ""pippin"" Kolås",2,1643198400
coding-feature,"Øyvind ""pippin"" Kolås",2,1643198400
coding-other,"Øyvind ""pippin"" Kolås",2,1643198400
coding-other,"Øyvind ""pippin"" Kolås",2,1643198400
coding-other,"Øyvind ""pippin"" Kolås",2,1643198400
coding-feature,"Øyvind ""pippin"" Kolås",2,1643198400
coding-other,"Øyvind ""pippin"" Kolås",2,1643198400
coding-other,"Øyvind ""pippin"" Kolås",2,1643198400
coding-other,"Øyvind ""pippin"" Kolås",2,1643198400
coding-feature,"Øyvind ""pippin"" Kolås",2,1643198400
coding-other,"Øyvind ""pippin"" Kolås",2,1643198400
coding-feature,"Øyvind ""pippin"" Kolås",2,1643112000
coding-feature,"Øyvind ""pippin"" Kolås",2,1643112000
coding-feature,"Øyvind ""pippin"" Kolås",2,1643112000
coding-feature,"Øyvind ""pippin"" Kolås",2,1643112000
coding-other,"Øyvind ""pippin"" Kolås",2,1643112000
coding-other,Jehan,4,1643025600
coding-other,"Øyvind ""pippin"" Kolås",2,1643025600
coding-other,"Øyvind ""pippin"" Kolås",2,1643025600
coding-other,"Øyvind ""pippin"" Kolås",2,1643025600
coding-other,"Øyvind ""pippin"" Kolås",2,1643025600
coding-feature,"Øyvind ""pippin"" Kolås",2,1643025600
coding-other,"Øyvind ""pippin"" Kolås",2,1643025600
coding-other,"Øyvind ""pippin"" Kolås",2,1643025600
coding-other,"Øyvind ""pippin"" Kolås",2,1643025600
coding-other,"Øyvind ""pippin"" Kolås",2,1643025600
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-feature,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-feature,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1642939200
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-feature,"Øyvind ""pippin"" Kolås",2,1642939200
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642939200
coding-other,"Øyvind ""pippin"" Kolås",2,1642852800
coding-other,"Øyvind ""pippin"" Kolås",2,1642766400
coding-other,"Øyvind ""pippin"" Kolås",2,1642766400
coding-other,"Øyvind ""pippin"" Kolås",2,1642420800
coding-feature,"Øyvind ""pippin"" Kolås",2,1642420800
coding-other,"Øyvind ""pippin"" Kolås",2,1635595200
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1635595200
coding-feature,"Øyvind ""pippin"" Kolås",2,1635422400
coding-other,"Øyvind ""pippin"" Kolås",2,1635422400
coding-other,"Øyvind ""pippin"" Kolås",2,1635422400
coding-other,"Øyvind ""pippin"" Kolås",2,1635422400
coding-other,Mingye Wang,26,1635422400
coding-other,Mingye Wang,26,1635422400
coding-feature,Mingye Wang,26,1635422400
coding-feature,Mingye Wang,26,1635422400
coding-other,"Øyvind ""pippin"" Kolås",2,1635422400
coding-other,"Øyvind ""pippin"" Kolås",2,1625140800
communication,"Øyvind ""pippin"" Kolås",2,1625140800
coding-bugfix,Jehan,4,1621080000
coding-bugfix,Jehan,4,1621080000
coding-other,"Øyvind ""pippin"" Kolås",2,1620043200
coding-other,John Marshall,17,1614340800
coding-other,"Øyvind ""pippin"" Kolås",2,1614340800
coding-other,"Øyvind ""pippin"" Kolås",2,1614340800
communication,"Øyvind ""pippin"" Kolås",2,1614340800
coding-other,santouits,27,1614254400
coding-other,"Øyvind ""pippin"" Kolås",2,1614254400
coding-other,"Øyvind ""pippin"" Kolås",2,1614254400
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1614254400
coding-other,Bart Piotrowski,28,1613736000
coding-other,"Øyvind ""pippin"" Kolås",2,1613649600
coding-other,"Øyvind ""pippin"" Kolås",2,1613649600
coding-other,"Øyvind ""pippin"" Kolås",2,1613649600
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1612353600
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1612353600
coding-feature,"Øyvind ""pippin"" Kolås",2,1611403200
coding-other,"Øyvind ""pippin"" Kolås",2,1608206400
communication,"Øyvind ""pippin"" Kolås",2,1608206400
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1606737600
coding-other,"Øyvind ""pippin"" Kolås",2,1601812800
communication,"Øyvind ""pippin"" Kolås",2,1601812800
coding-feature,"Øyvind ""pippin"" Kolås",2,1596801600
coding-other,"Øyvind ""pippin"" Kolås",2,1596801600
coding-feature,"Øyvind ""pippin"" Kolås",2,1596801600
coding-other,"Øyvind ""pippin"" Kolås",2,1596369600
coding-other,"Øyvind ""pippin"" Kolås",2,1596369600
coding-other,"Øyvind ""pippin"" Kolås",2,1594296000
coding-feature,"Øyvind ""pippin"" Kolås",2,1594209600
coding-other,Michael Catanzaro,29,1593432000
coding-other,Michael Catanzaro,29,1593432000
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1593345600
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593086400
coding-other,John Marshall,17,1593000000
coding-other,John Marshall,17,1591790400
coding-other,John Marshall,17,1591790400
coding-other,John Marshall,17,1591790400
documentation,John Marshall,17,1591617600
coding-other,"Øyvind ""pippin"" Kolås",2,1591531200
communication,"Øyvind ""pippin"" Kolås",2,1591531200
coding-other,"Øyvind ""pippin"" Kolås",2,1591531200
coding-other,Ell,30,1591531200
coding-other,"Øyvind ""pippin"" Kolås",2,1590667200
coding-other,"Øyvind ""pippin"" Kolås",2,1590580800
coding-other,"Øyvind ""pippin"" Kolås",2,1590580800
communication,"Øyvind ""pippin"" Kolås",2,1590580800
coding-other,"Øyvind ""pippin"" Kolås",2,1590580800
coding-other,"Øyvind ""pippin"" Kolås",2,1590580800
coding-other,"Øyvind ""pippin"" Kolås",2,1590321600
coding-other,"Øyvind ""pippin"" Kolås",2,1590321600
coding-feature,"Øyvind ""pippin"" Kolås",2,1590321600
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1590235200
coding-other,Ell,30,1589803200
coding-other,Ell,30,1589803200
coding-bugfix,Ell,30,1589803200
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1589630400
coding-other,"Øyvind ""pippin"" Kolås",2,1589457600
coding-other,Niels De Graef,31,1588680000
coding-other,Ján Veselý,32,1588593600
coding-other,Ján Veselý,32,1588593600
coding-other,"Øyvind ""pippin"" Kolås",2,1588507200
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1588507200
coding-other,Ell,30,1586692800
coding-feature,Ell,30,1586692800
coding-other,"Øyvind ""pippin"" Kolås",2,1581768000
coding-other,"Øyvind ""pippin"" Kolås",2,1581768000
coding-other,"Øyvind ""pippin"" Kolås",2,1578830400
communication,"Øyvind ""pippin"" Kolås",2,1578830400
documentation,"Øyvind ""pippin"" Kolås",2,1578830400
coding-other,"Øyvind ""pippin"" Kolås",2,1578830400
coding-other,"Øyvind ""pippin"" Kolås",2,1578830400
coding-other,"Øyvind ""pippin"" Kolås",2,1578830400
coding-other,"Øyvind ""pippin"" Kolås",2,1574942400
coding-other,"Øyvind ""pippin"" Kolås",2,1574942400
coding-other,"Øyvind ""pippin"" Kolås",2,1573214400
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1573214400
coding-other,"Øyvind ""pippin"" Kolås",2,1572523200
coding-other,Alex Samorukov,33,1572523200
coding-other,Alex Samorukov,33,1572523200
coding-other,Ell,30,1572264000
coding-other,Ell,30,1572004800
coding-other,Ell,30,1572004800
coding-other,"Øyvind ""pippin"" Kolås",2,1566475200
communication,"Øyvind ""pippin"" Kolås",2,1566475200
coding-feature,"Øyvind ""pippin"" Kolås",2,1566475200
coding-other,"Øyvind ""pippin"" Kolås",2,1566302400
coding-feature,"Øyvind ""pippin"" Kolås",2,1566302400
coding-other,"Øyvind ""pippin"" Kolås",2,1566216000
coding-feature,"Øyvind ""pippin"" Kolås",2,1566216000
coding-feature,"Øyvind ""pippin"" Kolås",2,1566216000
coding-other,"Øyvind ""pippin"" Kolås",2,1566216000
coding-other,"Øyvind ""pippin"" Kolås",2,1566216000
coding-bugfix,Ell,30,1566216000
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1566216000
coding-other,"Øyvind ""pippin"" Kolås",2,1566216000
coding-other,"Øyvind ""pippin"" Kolås",2,1566216000
coding-bugfix,"Øyvind ""pippin"" Kolås",2,1566129600
coding-feature,"Øyvind ""pippin"" Kolås",2,1566129600
coding-other,"Øyvind ""pippin"" Kolås",2,1566129600
documentation,"Øyvind ""pippin"" Kolås",2,1566129600
coding-other,"Øyvind ""pippin"" Kolås",2,1565956800
coding-other,Michael Schumacher,34,1565265600
coding-other,"Øyvind ""pippin"" Kolås",2,1565265600
coding-other,"Øyvind ""pippin"" Kolås",2,1565265600
coding-other,Niels De Graef,31,1565092800
coding-other,Niels De Graef,31,1565092800
coding-other,Niels De Graef,31,1565092800
coding-other,Niels De Graef,31,1565092800
coding-other,Niels De Graef,31,1565092800
coding-other,"Øyvind ""pippin"" Kolås",2,1565092800
coding-other,"Øyvind ""pippin"" Kolås",2,1565092800
coding-other,"Øyvind ""pippin"" Kolås",2,1565092800
coding-other,"Øyvind ""pippin"" Kolås",2,1565092800
coding-other,"Øyvind ""pippin"" Kolås",2,1565092800
coding-other,"Øyvind ""pippin"" Kolås",2,1564747200
communication,"Øyvind ""pippin"" Kolås",2,1564747200
coding-other,"Øyvind ""pippin"" Kolås",2,1564747200
coding-other,"Øyvind ""pippin"" Kolås",2,1564747200
coding-other,"Øyvind ""pippin"" Kolås",2,1564747200
coding-other,"Øyvind ""pippin"" Kolås",2,1564747200
coding-other,"Øyvind ""pippin"" Kolås",2,1564747200
coding-other,Abderrahim Kitouni,35,1564747200
coding-other,Abderrahim Kitouni,35,1564747200
coding-other,Ell,30,1564488000
coding-other,"Øyvind ""pippin"" Kolås",2,1564488000
coding-other,"Øyvind ""pippin"" Kolås",2,1564401600
coding-other,"Øyvind ""pippin"" Kolås",2,1564401600
communication,Alexandre Prokoudine,36,1564142400
documentation,"Øyvind ""pippin"" Kolås",2,1564056000
coding-other,"Øyvind ""pippin"" Kolås",2,1564056000
coding-other,"Øyvind ""pippin"" Kolås",2,1564056000
communication,"Øyvind ""pippin"" Kolås",2,1564056000
documentation,"Øyvind ""pippin"" Kolås",2,1564056000
documentation,"Øyvind ""pippin"" Kolås",2,1564056000
coding-other,Ell,30,1563969600
coding-feature,Ell,30,1563969600
coding-other,Ell,30,1563969600
documentation,"Øyvind ""pippin"" Kolås",2,1563969600
documentation,"Øyvind ""pippin"" Kolås",2,1563969600
coding-other,"Øyvind ""pippin"" Kolås",2,1563969600
documentation,"Øyvind ""pippin"" Kolås",2,1563969600
